49,26.793333333333333,25
44,36.45333333333333,34
37,25.93111111111111,25
258,34.84222222222222,28
35,31.197777777777777,31
39,30.717777777777776,28
40,30.17111111111111,30
162,27.733333333333334,24
162,30.606666666666666,24
162,27.74,24
257,27.543333333333333,23
210,29.326666666666668,24
49,26.793333333333333,25
162,25.715555555555557,25
67,28.88888888888889,28
114,29.06222222222222,26
114,31.677777777777777,27
49,26.206666666666667,24
35,24.73777777777778,22
36,26.504444444444445,24
36,27.43111111111111,25
37,28.7,26
38,29.56,26
67,29.24222222222222,26
67,28.47111111111111,25
67,28.04222222222222,25
254,29.30666666666667,25
254,30.04888888888889,26
66,31.213333333333335,24
257,25.977777777777778,22
257,27.57777777777778,23
257,27.67111111111111,24
257,28.07777777777778,23
114,27.14,23
257,28.11777777777778,24
257,28.74,24
66,31.213333333333335,24
304,29.324444444444445,22
304,43.373333333333335,22
305,118.09777777777778,21
119,103.34222222222222,23
117,103.13333333333334,22
117,107.38666666666667,23
308,261.73333333333335,25
117,103.96,25
49,26.96,25
35,25.446666666666665,23
589,29.27777777777778,24
49,26.4,24
31,23.04888888888889,23
37,27.297777777777778,25
36,26.32,24
37,28.546666666666667,26
49,26.96,25
66,25.08,22
66,29.322222222222223,27
66,26.92888888888889,24
43,27.61111111111111,25
89,29.486666666666668,27
304,27.604444444444443,24
304,28.897777777777776,25
304,29.86,24
208,25.635555555555555,24
255,30.031111111111112,25
256,31.993333333333332,25
304,40.77111111111111,24
49,26.4,24
67,27.68857142857143,25
67,27.248571428571427,25
66,35.00190476190476,34
114,39.71714285714286,37
67,38.124761904761904,38
47,41.233333333333334,39
304,40.936190476190475,37
42,37.184761904761906,37
55,39.73428571428571,39
47,41.38,38
47,41.674285714285716,38
67,28.21142857142857,26
67,36.084761904761905,36
59,39.59904761904762,39
162,45.06666666666667,44
66,36.91238095238095,36
67,38.13047619047619,37
114,37.934285714285714,36
162,36.614285714285714,36
114,38.53809523809524,36
209,28.665714285714287,25
67,30.232380952380954,30
256,30.078,25
921,44.742666666666665,43
256,30.082,25
208,44.00933333333333,43
208,47.11333333333334,46
256,55.07066666666667,54
257,49.06933333333333,48
303,50.258,48
113,28.063333333333333,24
114,53.763888888888886,53
114,58.62444444444444,57
209,61.007777777777775,59
208,62.495555555555555,61
114,29.29,25
304,37.3156146179402,20
304,126.44019933554817,19
161,34.095,30
304,39.13216957605985,26
304,120.01496259351622,19
304,295.32044887780546,19
304,304.0,304
114,39.494,37
351,32.1187624750499,20
351,140.19461077844312,24
304,182.71457085828342,28
304,302.59780439121755,23
304,96.36526946107784,19
398,44.591,37
304,32.68962075848303,24
304,77.92814371257485,20
304,141.60179640718562,23
304,35.759481037924154,19
398,46.119,39
303,68.6745,68
398,46.168,38
303,69.6035,69
114,41.726,36
304,33.57185628742515,19
304,131.7864271457086,19
304,143.93812375249502,19
304,53.04590818363273,19
209,42.224,37
113,25.308383233532933,20
113,28.256487025948104,21
114,42.961,38
66,23.572854291417165,19
66,31.264471057884233,25
78,34.30439121756487,25
66,39.1437125748503,19
209,44.562,40
113,25.426147704590818,21
114,60.63066666666667,57
304,34.673102529960055,31
304,60.429427430093206,22
115,59.99466666666667,56
305,40.61917443408788,35
305,80.65645805592543,25
305,276.8222370173103,24
305,304.7077230359521,304
114,66.17266666666667,63
304,36.36018641810919,31
304,84.6837549933422,22
